garage_id,address,lat,lng,rate_per_half_hour,carpark_type_str,capacity,start_date_time,start_date,start_time,end_date_time,end_date,end_time,duration_type,parking_type,cust_id,cell
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000604,4169440478
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000604,4169440478
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000605,9053531462
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000605,9053531462
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000606,9056463080
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000606,9056463080
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000607,9056410720
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000607,9056410720
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000608,4169297605
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000608,4169297605
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000609,9057141741
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000609,9057141741
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000610,4164448003
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000610,4164448003
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000611,9056466525
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000611,9056466525
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000612,4163143803
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000612,4163143803
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000613,4167010396
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000613,4167010396
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000614,4164855089
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000614,4164855089
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000615,4164869365
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000615,4164869365
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000616,4164834157
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000616,4164834157
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000617,4163226385
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000617,4163226385
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000618,4164821360
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000618,4164821360
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000619,4164891061
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000619,4164891061
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000620,4164831715
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000620,4164831715
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000621,4164855919
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000621,4164855919
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000622,4164831880
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000622,4164831880
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000623,4164866784
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000623,4164866784
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000624,9056846911
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000624,9056846911
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000625,4164432050
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000625,4164432050
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000626,4167597604
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000626,4167597604
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000627,9059349432
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000627,9059349432
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000628,4166989609
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000628,4166989609
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000629,4166039385
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000629,4166039385
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000630,4164452290
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000630,4164452290
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000631,4169263940
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000631,4169263940
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000632,9056806873
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000632,9056806873
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000633,4164810370
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000633,4164810370
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000634,4169236485
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000634,4169236485
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000635,9056809658
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000635,9056809658
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000636,4165108963
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000636,4165108963
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000637,4164457907
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000637,4164457907
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000638,9056842532
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000638,9056842532
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000639,9059885372
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000639,9059885372
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000640,9056841629
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000640,9056841629
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000641,4164660315
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000641,4164660315
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000642,4166999459
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000642,4166999459
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000643,4165108694
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000643,4165108694
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000644,4163603831
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000644,4163603831
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000645,4167578004
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000645,4167578004
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000646,4167593995
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000646,4167593995
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000647,4164650639
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000647,4164650639
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000648,4166862904
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000648,4166862904
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000649,4163600720
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000649,4163600720
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000650,4162854920
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000650,4162854920
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000651,4163630030
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000651,4163630030
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000652,4169439407
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000652,4169439407
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000653,4167576922
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000653,4167576922
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000654,9056854915
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000654,9056854915
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000655,9059388833
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000655,9059388833
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000656,9054687454
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000656,9054687454
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000657,4164139487
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000657,4164139487
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-14 17:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,19:00,short-term,public,ACA000658,9059889985
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000658,9059889985
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000659,9057149798
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000659,9057149798
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000660,4166075401
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000660,4166075401
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000661,4163154922
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000661,4163154922
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000662,4166866900
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000662,4166866900
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000663,4164824884
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000663,4164824884
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000664,4166011092
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000664,4166011092
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000665,4163599014
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000665,4163599014
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000666,9053583548
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000666,9053583548
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000667,4169721065
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000667,4169721065
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000668,4169681715
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000668,4169681715
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000669,9056846421
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000669,9056846421
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000670,4169210303
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000670,4169210303
GP0171,3950 Keele Street,43.7655225,-79.491758,$1.50,Surface,335,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000671,9057347320
